REF_DATE,GEO,DGUID,Legal marital status prior to marriage,Gender,Age at marriage,Indicator,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,32088,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,32157,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,32850,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,32688,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,32175,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,31608,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,31716,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,31101,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,32361,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,31338,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,32886,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,33849,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,33804,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,34353,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,35103,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,34212,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Number of persons who married,Number,223,units,0,v1446864982,1.1.1.6.1,22548,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,43.5,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,40.7,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,38.7,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,37.8,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,37.4,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,36.6,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,35.3,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,34.9,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,35.4,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,36.1,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,32.8,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,33.4,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,33.5,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,34.0,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,34.6,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,35.3,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,35.3,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,34.7,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,34.1,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,34.1,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,33.3,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,33.9,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,32.0,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,32.8,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,33.1,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,32.2,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,32.2,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,32.2,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,30.7,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,35 to 39 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864983,1.1.1.6.2,19.9,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,16809,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,16614,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,16743,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,17106,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,17856,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,18747,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,18993,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,19770,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20892,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,22278,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20784,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,21045,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,22083,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,22506,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,22947,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,23016,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,22338,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,21204,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20331,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,19839,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20139,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20724,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,19656,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,19914,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20343,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,19986,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20022,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,20334,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,19419,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Number of persons who married,Number,223,units,0,v1446864984,1.1.1.7.1,12132,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,33.1,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,31.1,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,29.6,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,28.3,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,27.6,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,27.2,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,26.0,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,25.7,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,25.9,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,26.5,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,23.6,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,23.0,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,23.3,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.9,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.8,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.8,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.7,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.3,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.0,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.0,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.4,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,23.2,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.0,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.4,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.9,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.5,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.4,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,22.4,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,21.0,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,40 to 44 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864985,1.1.1.7.2,12.9,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,10110,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,10695,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,10815,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,11496,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,12372,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,12771,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,12696,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,12864,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,13845,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15075,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,14325,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,14526,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15636,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15864,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,16584,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,17118,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,17640,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,16962,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,16584,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,16866,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,16299,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,16608,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15570,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15432,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15669,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15630,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15606,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15735,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,15015,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Number of persons who married,Number,223,units,0,v1446864986,1.1.1.8.1,9177,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,27.3,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,26.0,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,24.1,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,23.6,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,23.6,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,22.9,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,21.8,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,21.1,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,21.6,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,22.2,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,20.0,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,19.2,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,19.6,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,19.0,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,19.1,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,18.9,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,18.8,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,17.5,,,,1
